Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/12,9874,1065,14
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/11,9875,1047,14
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/10,9877,1031,14
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/8,9878,1003,13
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/9,9878,1023,14
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/7,9879,987,13
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/6,9880,958,12
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/4,9884,920,12
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/5,9884,928,12
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/3,9886,905,12
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/2,9887,894,12
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/8/1,9888,883,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/30,9892,864,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/31,9892,878,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/29,9893,856,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/27,9895,853,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/28,9895,855,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/26,9896,842,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/25,9900,837,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/24,9902,831,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/23,9903,821,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/22,9906,816,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/21,9908,810,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/18,9909,774,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/19,9909,790,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/20,9909,809,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/17,9910,768,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/16,9911,765,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/13,9912,759,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/14,9912,762,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/15,9912,763,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/5,9913,732,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/6,9913,737,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/7,9913,745,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/8,9913,751,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/9,9913,753,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/10,9913,753,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/11,9913,758,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/12,9913,758,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/4,9914,728,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/3,9916,721,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/2,9918,715,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/7/1,9919,707,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/30,9920,702,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/29,9922,698,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/28,9925,696,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/27,9927,690,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/26,9930,686,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/25,9932,684,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/24,9936,678,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/22,9937,665,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/23,9937,670,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/21,9938,659,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/20,9939,657,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/17,9940,626,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/18,9940,638,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/19,9940,652,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/16,9941,621,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/14,9945,617,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/15,9945,621,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/12,9946,614,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/13,9946,615,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/11,9949,611,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/10,9951,605,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/9,9956,605,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/8,9958,599,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/7,9960,598,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/6,9963,596,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/5,9964,595,10
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/2,9965,590,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/6/1,9966,588,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/30,9967,581,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/31,9967,586,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/29,9971,575,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/25,9972,556,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/28,9972,569,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/22,9977,544,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/23,9977,550,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/24,9977,552,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/21,9978,534,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/17,9979,520,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/20,9979,529,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/16,9981,517,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/2,9982,463,8
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/3,9982,469,9
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/5/1,9984,432,8
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/4/24,9987,288,7
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/4/30,9987,422,8
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/4/21,9988,223,6
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/4/18,9989,163,5
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/25,9991,2868435,96974
Jamaica,North America,18.11,-77.3,27,1.7,0.47,5582.3,2890299,31,9,2020/3/29,9991,32,1
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/23,9992,2832162,96348
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/24,9992,2848564,96666
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/22,9994,2818863,95992
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/21,9996,2809246,95718
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/18,9997,2765412,94887
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/19,9997,2780882,95235
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/20,9997,2795796,95486
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/16,10003,2739591,94171
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/17,10003,2751657,94540
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/15,10006,2729223,93835
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/14,10009,2721879,93577
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/13,10010,2710819,93356
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/12,10012,2697296,93045
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/11,10013,2683403,92729
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/10,10016,2668266,92338
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/9,10018,2655319,92002
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/6,10019,2625098,91003
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/7,10019,2636738,91273
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/8,10019,2644707,91580
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/4,10021,2597446,90241
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/5,10021,2611659,90618
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/31,10022,2553032,88516
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/1,10022,2560957,88845
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/2,10022,2570608,89344
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/2/3,10022,2583790,89820
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/29,10024,2529070,87858
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/30,10024,2541783,88279
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/27,10025,2501147,86889
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/28,10025,2515507,87381
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/25,10026,2475372,85881
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/26,10026,2485956,86422
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/24,10027,2466813,85461
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/23,10029,2455185,85162
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/22,10030,2441854,84674
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/21,10031,2428221,84202
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/20,10032,2414166,83681
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/19,10033,2400598,83157
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/18,10036,2390102,82554
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/16,10044,2368733,81800
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/17,10044,2381277,82177
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/15,10045,2352423,81325
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/14,10046,2336279,80848
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/13,10049,2319036,80326
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/12,10051,2303263,79819
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/10,10052,2276491,78755
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/11,10052,2289021,79203
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/9,10054,2257866,78394
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/7,10055,2220361,77291
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/8,10055,2237890,77911
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/6,10057,2201945,76877
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/5,10058,2181619,76329
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/4,10059,2166244,75680
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/3,10063,2155446,75332
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/31,10064,2107166,74159
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/1,10064,2129376,74621
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2021/1/2,10064,2141201,74985
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/30,10067,2083689,73604
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/29,10068,2067487,73029
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/28,10071,2056277,72370
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/25,10073,2028354,71359
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/26,10073,2038759,71620
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/27,10073,2047696,71925
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/24,10074,2009317,70900
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/23,10075,1991278,70395
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/22,10076,1977370,69842
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/21,10077,1964054,69214
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/18,10078,1921778,67894
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/19,10078,1938083,68447
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/20,10078,1953185,68799
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/17,10080,1906377,67220
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/16,10081,1888144,66537
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/15,10082,1870576,65857
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/13,10083,1843712,64520
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/14,10083,1855737,65011
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/12,10086,1825775,64036
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/10,10087,1787147,62626
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/11,10087,1805873,63387
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/9,10089,1770149,61739
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/8,10091,1757394,61240
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/7,10092,1742557,60606
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/6,10093,1728878,60078
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/5,10095,1709991,59514
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/4,10098,1688939,58852
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/3,10099,1664829,58038
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/2,10103,1641610,57045
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/12/1,10104,1620901,56361
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/30,10106,1601554,55576
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/29,10111,1585178,54904
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/28,10113,1564532,54363
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/27,10116,1538217,53677
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/26,10117,1509875,52850
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/24,10119,1455022,51306
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/25,10119,1480874,52028
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/23,10123,1431795,50453
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/22,10124,1408868,49823
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/21,10126,1380531,49261
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/20,10128,1345767,48569
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/19,10131,1308528,47870
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/17,10135,1238072,46464
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/18,10135,1272352,47217
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/14,10136,1144552,44683
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/15,10136,1178529,45229
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/16,10136,1205881,45733
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/13,10144,1107303,44139
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/12,10147,1066401,43589
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/11,10148,1028424,42953
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/9,10153,960373,41750
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/10,10153,995463,42330
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/8,10156,935104,41394
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/7,10157,902490,41063
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/6,10159,862681,40638
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/5,10161,824879,40192
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/4,10173,790377,39764
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/2,10176,731588,39059
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/3,10176,759829,39412
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/31,10178,679430,38618
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/11/1,10178,709335,38826
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/30,10181,647674,38321
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/29,10182,616595,38122
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/28,10185,589766,37905
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/27,10191,564778,37700
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/26,10193,542789,37479
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/24,10194,504509,37210
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/25,10194,525782,37338
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/23,10195,484869,37059
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/22,10201,465726,36968
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/20,10203,434449,36705
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/21,10203,449648,36832
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/19,10207,423578,36616
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/18,10210,414241,36543
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/17,10212,402536,36474
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/16,10214,391611,36427
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/13,10216,365467,36246
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/14,10216,372799,36289
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/15,10216,381602,36372
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/12,10217,359569,36205
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/10,10221,349494,36140
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/11,10221,354950,36166
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/8,10223,338398,36083
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/9,10223,343770,36111
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/7,10225,333940,36061
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/5,10229,327586,36002
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/6,10229,330263,36030
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/4,10233,325329,35986
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/2,10234,319908,35941
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/3,10234,322751,35968
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/10/1,10236,317409,35918
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/30,10237,314861,35894
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/29,10240,313011,35875
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/28,10241,311364,35851
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/27,10243,309870,35835
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/26,10248,308104,35818
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/25,10249,306235,35801
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/24,10251,304323,35781
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/23,10254,302537,35758
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/22,10258,300897,35738
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/21,10260,299506,35724
Italy,Europe,41.87,12.57,14,3.18,4.02,33228.2,60551416,47,23,2020/9/20,10262,298156,35707
